Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
2342,FixedMortgage,327000,0.02875,240,PrimaryHome,328000
2343,FixedMortgage,202000,0.02875,240,PrimaryHome,203000
2344,FixedMortgage,345000,0.02875,240,PrimaryHome,346000
2345,FixedMortgage,267000,0.02875,240,PrimaryHome,268000
2346,FixedMortgage,330000,0.02875,240,PrimaryHome,331000
2347,FixedMortgage,248000,0.02875,240,PrimaryHome,249000
2348,FixedMortgage,244000,0.02875,240,PrimaryHome,245000
2349,FixedMortgage,242000,0.02875,240,PrimaryHome,243000
2350,FixedMortgage,492000,0.0275,240,PrimaryHome,494000
2351,FixedMortgage,344000,0.02875,240,PrimaryHome,345000
2352,FixedMortgage,354000,0.02875,240,PrimaryHome,355000
2353,FixedMortgage,335000,0.0275,216,PrimaryHome,337000
2354,FixedMortgage,458000,0.03,240,PrimaryHome,459000
2355,FixedMortgage,463000,0.02875,240,PrimaryHome,464000
2356,FixedMortgage,345000,0.0275,240,PrimaryHome,346000
2357,FixedMortgage,303000,0.02875,240,PrimaryHome,304000
2358,FixedMortgage,314000,0.02875,240,PrimaryHome,315000
2359,FixedMortgage,272000,0.02875,240,PrimaryHome,273000
2360,FixedMortgage,389000,0.0275,240,PrimaryHome,390000
2361,FixedMortgage,359000,0.0275,240,PrimaryHome,360000
2362,FixedMortgage,251000,0.02875,240,PrimaryHome,252000
2363,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2364,FixedMortgage,235000,0.02875,240,PrimaryHome,237000
2365,FixedMortgage,274000,0.02875,240,PrimaryHome,275000
2366,FixedMortgage,224000,0.0275,240,PrimaryHome,225000
2367,FixedMortgage,279000,0.0275,240,PrimaryHome,280000
2368,FixedMortgage,507000,0.0275,240,PrimaryHome,509000
2369,FixedMortgage,274000,0.02875,240,PrimaryHome,275000
2370,FixedMortgage,219000,0.02875,240,PrimaryHome,220000
2371,FixedMortgage,279000,0.0275,240,PrimaryHome,280000
2372,FixedMortgage,279000,0.02875,240,PrimaryHome,280000
2373,FixedMortgage,222000,0.0275,240,PrimaryHome,223000
2374,FixedMortgage,279000,0.0275,240,PrimaryHome,280000
2375,FixedMortgage,206000,0.02875,240,PrimaryHome,207000
2376,FixedMortgage,315000,0.0275,240,PrimaryHome,318000
2377,FixedMortgage,434000,0.0275,240,PrimaryHome,435000
2378,FixedMortgage,236000,0.02875,240,PrimaryHome,237000
2379,FixedMortgage,361000,0.02875,240,PrimaryHome,362000
2380,FixedMortgage,218000,0.0275,240,PrimaryHome,219000
2381,FixedMortgage,226000,0.03,240,PrimaryHome,226000
2382,FixedMortgage,237000,0.0275,240,PrimaryHome,238000
2383,FixedMortgage,284000,0.03,240,PrimaryHome,285000
2384,FixedMortgage,440000,0.0275,240,PrimaryHome,441000
2385,FixedMortgage,271000,0.0275,240,PrimaryHome,272000
2386,FixedMortgage,205000,0.02875,240,PrimaryHome,206000
2387,FixedMortgage,223000,0.0275,240,PrimaryHome,224000
2388,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2389,FixedMortgage,469000,0.0275,240,PrimaryHome,470000
2390,FixedMortgage,205000,0.0275,240,PrimaryHome,205000
2391,FixedMortgage,218000,0.0275,240,PrimaryHome,219000
2392,FixedMortgage,475000,0.0275,240,PrimaryHome,476000
2393,FixedMortgage,416000,0.0275,240,PrimaryHome,417000
2394,FixedMortgage,459000,0.0275,240,PrimaryHome,460000
2395,FixedMortgage,224000,0.02875,240,PrimaryHome,225000
2396,FixedMortgage,356000,0.0275,240,PrimaryHome,357000
2397,FixedMortgage,452000,0.02875,240,PrimaryHome,453000
2398,FixedMortgage,231000,0.02875,240,PrimaryHome,232000
2399,FixedMortgage,288000,0.0275,240,PrimaryHome,289000
2400,FixedMortgage,491000,0.0275,240,PrimaryHome,493000
2401,FixedMortgage,207000,0.0275,240,PrimaryHome,208000
2402,FixedMortgage,334000,0.0275,240,PrimaryHome,335000
2403,FixedMortgage,492000,0.0275,240,PrimaryHome,494000
2404,FixedMortgage,256000,0.02875,240,PrimaryHome,257000
2405,FixedMortgage,217000,0.0275,240,PrimaryHome,218000
2406,FixedMortgage,386000,0.0275,240,PrimaryHome,387000
2407,FixedMortgage,240000,0.02875,240,PrimaryHome,241000
2408,FixedMortgage,329000,0.02875,240,PrimaryHome,330000
2409,FixedMortgage,233000,0.02875,240,PrimaryHome,234000
2410,FixedMortgage,410000,0.0275,240,PrimaryHome,411000
2411,FixedMortgage,379000,0.0275,240,PrimaryHome,380000
2412,FixedMortgage,248000,0.0295,240,PrimaryHome,250000
2413,FixedMortgage,315000,0.02875,240,PrimaryHome,316000
2414,FixedMortgage,509000,0.0275,240,PrimaryHome,510000
2415,FixedMortgage,275000,0.0275,240,PrimaryHome,276000
2416,FixedMortgage,238000,0.02875,240,PrimaryHome,238000
2417,FixedMortgage,342000,0.0275,240,PrimaryHome,343000
2418,FixedMortgage,243000,0.0275,240,PrimaryHome,244000
2419,FixedMortgage,273000,0.02875,240,PrimaryHome,274000
2420,FixedMortgage,274000,0.02875,240,PrimaryHome,275000
2421,FixedMortgage,275000,0.0275,240,PrimaryHome,276000
2422,FixedMortgage,245000,0.0275,240,PrimaryHome,246000
2423,FixedMortgage,257000,0.02875,240,PrimaryHome,259000
2424,FixedMortgage,699000,0.02875,240,PrimaryHome,702000
2425,FixedMortgage,257000,0.0275,240,PrimaryHome,258000
2426,FixedMortgage,259000,0.02875,240,PrimaryHome,260000
2427,FixedMortgage,422000,0.0275,240,PrimaryHome,424000
2428,FixedMortgage,438000,0.02875,240,PrimaryHome,440000
2429,FixedMortgage,208000,0.0275,240,PrimaryHome,209000
2430,FixedMortgage,204000,0.0275,240,PrimaryHome,205000
2431,FixedMortgage,385000,0.02875,240,PrimaryHome,387000
2432,FixedMortgage,271000,0.02875,240,PrimaryHome,272000
2433,FixedMortgage,237000,0.0275,240,PrimaryHome,238000
2434,FixedMortgage,315000,0.0275,240,PrimaryHome,316000
2435,FixedMortgage,216000,0.0275,240,PrimaryHome,217000
2436,FixedMortgage,366000,0.02875,240,PrimaryHome,368000
2437,FixedMortgage,229000,0.02875,240,PrimaryHome,230000
2438,FixedMortgage,246000,0.0275,240,PrimaryHome,247000
2439,FixedMortgage,258000,0.02875,240,PrimaryHome,259000
2440,FixedMortgage,281000,0.02875,240,PrimaryHome,282000
2441,FixedMortgage,213000,0.029,240,PrimaryHome,214000
2442,FixedMortgage,297000,0.02875,240,PrimaryHome,298000
2443,FixedMortgage,454000,0.02875,240,PrimaryHome,456000
2444,FixedMortgage,440000,0.0275,240,PrimaryHome,441000
2445,FixedMortgage,267000,0.0275,240,PrimaryHome,268000
2446,FixedMortgage,316000,0.02875,240,PrimaryHome,317000
2447,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2448,FixedMortgage,344000,0.02875,240,PrimaryHome,345000
2449,FixedMortgage,216000,0.02875,240,PrimaryHome,217000
2450,FixedMortgage,227000,0.02875,240,PrimaryHome,228000
2451,FixedMortgage,383000,0.02875,240,PrimaryHome,384000
2452,FixedMortgage,346000,0.02875,240,PrimaryHome,347000
2453,FixedMortgage,279000,0.02875,240,PrimaryHome,280000
2454,FixedMortgage,216000,0.02875,240,PrimaryHome,217000
2455,FixedMortgage,303000,0.0275,240,PrimaryHome,304000
2456,FixedMortgage,311000,0.02875,240,PrimaryHome,313000
2457,FixedMortgage,276000,0.0275,240,PrimaryHome,277000
2458,FixedMortgage,215000,0.02875,240,PrimaryHome,216000
2459,FixedMortgage,215000,0.02875,240,PrimaryHome,215000
2460,FixedMortgage,206000,0.0275,240,PrimaryHome,207000
2461,FixedMortgage,278000,0.02875,240,PrimaryHome,279000
2462,FixedMortgage,449000,0.02875,240,PrimaryHome,451000
2463,FixedMortgage,592000,0.02875,240,PrimaryHome,594000
2464,FixedMortgage,379000,0.02875,240,PrimaryHome,380000
2465,FixedMortgage,228000,0.02875,240,PrimaryHome,229000
2466,FixedMortgage,311000,0.0275,240,PrimaryHome,312000
2467,FixedMortgage,424000,0.03,240,PrimaryHome,424000
2468,FixedMortgage,387000,0.02875,240,PrimaryHome,390000
2469,FixedMortgage,359000,0.02875,240,PrimaryHome,360000
2470,FixedMortgage,247000,0.0275,240,PrimaryHome,249000
2471,FixedMortgage,451000,0.02875,240,PrimaryHome,452000
2472,FixedMortgage,223000,0.02875,240,PrimaryHome,224000
2473,FixedMortgage,495000,0.02875,240,PrimaryHome,497000
2474,FixedMortgage,231000,0.02875,240,PrimaryHome,232000
2475,FixedMortgage,326000,0.0275,240,PrimaryHome,327000
2476,FixedMortgage,267000,0.02875,240,PrimaryHome,268000
2477,FixedMortgage,219000,0.02875,240,PrimaryHome,220000
2478,FixedMortgage,348000,0.02875,240,PrimaryHome,349000
2479,FixedMortgage,297000,0.0275,240,PrimaryHome,298000
2480,FixedMortgage,322000,0.03,240,PrimaryHome,324000
2481,FixedMortgage,497000,0.02875,240,PrimaryHome,499000
2482,FixedMortgage,359000,0.0275,240,PrimaryHome,360000
2483,FixedMortgage,214000,0.03,240,PrimaryHome,215000
2484,FixedMortgage,321000,0.0275,240,PrimaryHome,322000
2485,FixedMortgage,333000,0.02875,240,PrimaryHome,334000
2486,FixedMortgage,483000,0.0275,240,PrimaryHome,485000
2487,FixedMortgage,255000,0.0275,240,PrimaryHome,256000
2488,FixedMortgage,316000,0.02875,240,PrimaryHome,317000
2489,FixedMortgage,329000,0.02875,240,PrimaryHome,330000
2490,FixedMortgage,209000,0.0275,240,PrimaryHome,210000
2491,FixedMortgage,281000,0.02875,240,PrimaryHome,282000
2492,FixedMortgage,415000,0.0275,240,PrimaryHome,416000
2493,FixedMortgage,271000,0.02875,240,PrimaryHome,272000
2494,FixedMortgage,292000,0.0275,240,PrimaryHome,292000
2495,FixedMortgage,235000,0.02875,240,PrimaryHome,236000
2496,FixedMortgage,385000,0.0275,240,PrimaryHome,386000
2497,FixedMortgage,467000,0.0275,240,PrimaryHome,469000
2498,FixedMortgage,293000,0.02875,240,PrimaryHome,295000
2499,FixedMortgage,332000,0.0275,240,PrimaryHome,333000
2500,FixedMortgage,446000,0.0275,240,PrimaryHome,447000
2501,FixedMortgage,509000,0.0275,240,PrimaryHome,510000
2502,FixedMortgage,214000,0.02875,240,PrimaryHome,215000
2503,FixedMortgage,245000,0.02875,240,PrimaryHome,245000
2504,FixedMortgage,344000,0.02875,240,PrimaryHome,345000
2505,FixedMortgage,259000,0.0275,240,PrimaryHome,260000
2506,FixedMortgage,218000,0.0275,240,PrimaryHome,219000
2507,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2508,FixedMortgage,279000,0.02875,240,PrimaryHome,280000
2509,FixedMortgage,256000,0.02875,240,PrimaryHome,257000
2510,FixedMortgage,275000,0.02875,240,PrimaryHome,276000
2511,FixedMortgage,257000,0.0275,240,PrimaryHome,258000
2512,FixedMortgage,251000,0.0275,240,PrimaryHome,252000
2513,FixedMortgage,256000,0.0275,240,PrimaryHome,256000
2514,FixedMortgage,294000,0.02875,240,PrimaryHome,295000
2515,FixedMortgage,483000,0.02875,240,PrimaryHome,485000
2516,FixedMortgage,228000,0.0275,240,PrimaryHome,229000
2517,FixedMortgage,305000,0.02875,240,PrimaryHome,306000
2518,FixedMortgage,366000,0.02875,240,PrimaryHome,367000
2519,FixedMortgage,239000,0.02875,240,PrimaryHome,240000
2520,FixedMortgage,391000,0.02875,240,PrimaryHome,392000
2521,FixedMortgage,271000,0.02875,240,PrimaryHome,272000
2522,FixedMortgage,270000,0.0275,240,PrimaryHome,271000
2523,FixedMortgage,506000,0.0275,240,PrimaryHome,510000
2524,FixedMortgage,303000,0.02875,240,PrimaryHome,304000
2525,FixedMortgage,478000,0.0275,240,PrimaryHome,479000
2526,FixedMortgage,237000,0.0299,240,PrimaryHome,238000
2527,FixedMortgage,305000,0.02875,240,PrimaryHome,306000
2528,FixedMortgage,509000,0.0275,240,PrimaryHome,510000
2529,FixedMortgage,475000,0.0275,240,PrimaryHome,477000
2530,FixedMortgage,242000,0.02875,240,PrimaryHome,243000
2531,FixedMortgage,313000,0.0275,240,PrimaryHome,314000
2532,FixedMortgage,206000,0.0275,240,PrimaryHome,207000
2533,FixedMortgage,280000,0.02875,240,PrimaryHome,281000
2534,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2535,FixedMortgage,449000,0.02875,240,PrimaryHome,451000
2536,FixedMortgage,378000,0.0275,240,PrimaryHome,379000
2537,FixedMortgage,253000,0.02875,240,PrimaryHome,255000
2538,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2539,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2540,FixedMortgage,351000,0.0275,240,PrimaryHome,352000
2541,FixedMortgage,273000,0.02875,240,PrimaryHome,274000
2542,FixedMortgage,357000,0.02875,240,PrimaryHome,358000
2543,FixedMortgage,457000,0.0275,240,PrimaryHome,458000
2544,FixedMortgage,415000,0.02875,240,PrimaryHome,416000
2545,FixedMortgage,490000,0.0299,240,PrimaryHome,491000
2546,FixedMortgage,243000,0.02875,240,PrimaryHome,244000
2547,FixedMortgage,242000,0.02875,240,PrimaryHome,242000
2548,FixedMortgage,274000,0.02875,240,PrimaryHome,274000
2549,FixedMortgage,211000,0.0275,240,PrimaryHome,213000
2550,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2551,FixedMortgage,295000,0.0275,240,PrimaryHome,296000
2552,FixedMortgage,315000,0.0275,240,PrimaryHome,316000
2553,FixedMortgage,211000,0.02875,240,PrimaryHome,212000
2554,FixedMortgage,229000,0.02875,240,PrimaryHome,230000
2555,FixedMortgage,498000,0.02875,240,PrimaryHome,500000
2556,FixedMortgage,357000,0.02875,240,PrimaryHome,358000
2557,FixedMortgage,490000,0.02875,240,PrimaryHome,492000
2558,FixedMortgage,331000,0.02875,240,PrimaryHome,333000
2559,FixedMortgage,259000,0.02875,240,PrimaryHome,260000
2560,FixedMortgage,468000,0.02875,240,PrimaryHome,469000
2561,FixedMortgage,509000,0.02775,240,PrimaryHome,510000
2562,FixedMortgage,439000,0.0275,240,PrimaryHome,440000
2563,FixedMortgage,304000,0.02875,240,PrimaryHome,305000
2564,FixedMortgage,358000,0.0275,240,PrimaryHome,359000
2565,FixedMortgage,329000,0.02875,240,PrimaryHome,330000
2566,FixedMortgage,292000,0.02875,240,PrimaryHome,293000
2567,FixedMortgage,358000,0.02875,240,PrimaryHome,359000
2568,FixedMortgage,278000,0.02875,240,PrimaryHome,279000
2569,FixedMortgage,220000,0.02875,240,PrimaryHome,221000
2570,FixedMortgage,271000,0.0275,240,PrimaryHome,272000
2571,FixedMortgage,238000,0.02875,240,PrimaryHome,240000
2572,FixedMortgage,333000,0.02875,240,PrimaryHome,334000
2573,FixedMortgage,445000,0.02875,240,PrimaryHome,447000
2574,FixedMortgage,348000,0.0275,240,PrimaryHome,352000
2575,FixedMortgage,233000,0.02875,240,PrimaryHome,234000
2576,FixedMortgage,510000,0.0275,240,PrimaryHome,510000
2577,FixedMortgage,268000,0.0275,240,PrimaryHome,269000
2578,FixedMortgage,271000,0.0275,240,PrimaryHome,271000
2579,FixedMortgage,219000,0.0275,240,PrimaryHome,219000
2580,FixedMortgage,346000,0.0275,240,PrimaryHome,347000
2581,FixedMortgage,324000,0.02875,240,PrimaryHome,325000
2582,FixedMortgage,243000,0.02875,240,PrimaryHome,243000
2583,FixedMortgage,227000,0.0275,240,PrimaryHome,228000
2584,FixedMortgage,357000,0.0275,240,PrimaryHome,358000
2585,FixedMortgage,300000,0.0275,240,PrimaryHome,301000
2586,FixedMortgage,282000,0.02875,240,PrimaryHome,283000
2587,FixedMortgage,256000,0.02875,240,PrimaryHome,257000
2588,FixedMortgage,340000,0.02875,240,PrimaryHome,341000
2589,FixedMortgage,360000,0.0275,240,PrimaryHome,362000
2590,FixedMortgage,368000,0.02875,240,PrimaryHome,370000
2591,FixedMortgage,279000,0.0275,240,PrimaryHome,280000
2592,FixedMortgage,291000,0.0275,240,PrimaryHome,292000
2593,FixedMortgage,398000,0.02875,240,PrimaryHome,400000
2594,FixedMortgage,226000,0.02875,240,PrimaryHome,227000
2595,FixedMortgage,436000,0.0275,240,PrimaryHome,437000
2596,FixedMortgage,284000,0.0275,240,PrimaryHome,285000
2597,FixedMortgage,326000,0.0275,240,PrimaryHome,328000
2598,FixedMortgage,399000,0.02875,240,PrimaryHome,401000
2599,FixedMortgage,389000,0.02875,240,PrimaryHome,390000
2600,FixedMortgage,511000,0.0275,240,PrimaryHome,513000
2601,FixedMortgage,349000,0.0275,240,PrimaryHome,350000
2602,FixedMortgage,399000,0.02875,240,PrimaryHome,401000
2603,FixedMortgage,240000,0.02875,240,PrimaryHome,241000
2604,FixedMortgage,388000,0.0275,240,PrimaryHome,389000
2605,FixedMortgage,501000,0.02875,240,PrimaryHome,503000
2606,FixedMortgage,202000,0.02875,240,PrimaryHome,203000
2607,FixedMortgage,214000,0.02875,240,PrimaryHome,215000
2608,FixedMortgage,495000,0.02875,240,PrimaryHome,497000
2609,FixedMortgage,360000,0.02875,240,PrimaryHome,361000
2610,FixedMortgage,210000,0.03,240,PrimaryHome,211000
2611,FixedMortgage,479000,0.02875,240,PrimaryHome,480000
2612,FixedMortgage,464000,0.0275,240,PrimaryHome,465000
2613,FixedMortgage,232000,0.0275,240,PrimaryHome,232000
2614,FixedMortgage,214000,0.0275,240,PrimaryHome,215000
2615,FixedMortgage,299000,0.02875,240,PrimaryHome,300000
2616,FixedMortgage,283000,0.0275,240,PrimaryHome,284000
2617,FixedMortgage,417000,0.02875,240,PrimaryHome,419000
2618,FixedMortgage,260000,0.0275,240,PrimaryHome,261000
2619,FixedMortgage,219000,0.02875,240,PrimaryHome,226000
2620,FixedMortgage,374000,0.02875,240,PrimaryHome,377000
2621,FixedMortgage,226000,0.02875,240,PrimaryHome,226000
2622,FixedMortgage,203000,0.02875,240,PrimaryHome,204000
2623,FixedMortgage,293000,0.02875,240,PrimaryHome,294000
2624,FixedMortgage,221000,0.02875,240,PrimaryHome,222000
2625,FixedMortgage,457000,0.02875,240,PrimaryHome,458000
2626,FixedMortgage,294000,0.02875,240,PrimaryHome,295000
2627,FixedMortgage,304000,0.02875,240,PrimaryHome,305000
2628,FixedMortgage,475000,0.02875,240,PrimaryHome,476000
2629,FixedMortgage,236000,0.0275,240,PrimaryHome,236000
2630,FixedMortgage,265000,0.02875,240,PrimaryHome,266000
2631,FixedMortgage,419000,0.02875,240,PrimaryHome,420000
2632,FixedMortgage,374000,0.02875,240,PrimaryHome,375000
2633,FixedMortgage,508000,0.02875,240,PrimaryHome,510000
2634,FixedMortgage,227000,0.02875,240,PrimaryHome,228000
2635,FixedMortgage,295000,0.02875,240,PrimaryHome,296000
2636,FixedMortgage,324000,0.02875,240,PrimaryHome,325000
2637,FixedMortgage,378000,0.0275,240,PrimaryHome,384000
2638,FixedMortgage,445000,0.0275,240,PrimaryHome,446000
2639,FixedMortgage,263000,0.0275,240,PrimaryHome,264000
2640,FixedMortgage,269000,0.0275,240,PrimaryHome,270000
2641,FixedMortgage,214000,0.0275,240,PrimaryHome,215000
2642,FixedMortgage,423000,0.0275,240,PrimaryHome,424000
2643,FixedMortgage,282000,0.0275,240,PrimaryHome,283000
2644,FixedMortgage,228000,0.02875,240,PrimaryHome,229000
2645,FixedMortgage,329000,0.02875,240,PrimaryHome,330000
2646,FixedMortgage,212000,0.02875,240,PrimaryHome,213000
2647,FixedMortgage,381000,0.02875,240,PrimaryHome,382000
2648,FixedMortgage,224000,0.02875,240,PrimaryHome,225000
2649,FixedMortgage,262000,0.02875,240,PrimaryHome,263000
2650,FixedMortgage,272000,0.02875,240,PrimaryHome,273000
2651,FixedMortgage,420000,0.02875,240,PrimaryHome,422000
2652,FixedMortgage,418000,0.02875,240,PrimaryHome,420000
2653,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2654,FixedMortgage,209000,0.02875,240,PrimaryHome,210000
2655,FixedMortgage,328000,0.02875,240,PrimaryHome,332000
2656,FixedMortgage,325000,0.02875,240,PrimaryHome,326000
2657,FixedMortgage,220000,0.02875,240,PrimaryHome,221000
2658,FixedMortgage,399000,0.02875,240,PrimaryHome,400000
2659,FixedMortgage,419000,0.02875,240,PrimaryHome,420000
2660,FixedMortgage,202000,0.02875,240,PrimaryHome,203000
2661,FixedMortgage,247000,0.02875,240,PrimaryHome,248000
2662,FixedMortgage,366000,0.0275,240,PrimaryHome,368000
2663,FixedMortgage,363000,0.0275,240,PrimaryHome,364000
2664,FixedMortgage,293000,0.0275,240,PrimaryHome,294000
2665,FixedMortgage,250000,0.0275,240,PrimaryHome,263000
2666,FixedMortgage,238000,0.0275,240,PrimaryHome,239000
2667,FixedMortgage,275000,0.0275,240,PrimaryHome,276000
2668,FixedMortgage,353000,0.02875,240,PrimaryHome,354000
2669,FixedMortgage,213000,0.0275,240,PrimaryHome,214000
2670,FixedMortgage,220000,0.02875,240,PrimaryHome,221000
2671,FixedMortgage,302000,0.0275,240,PrimaryHome,303000
2672,FixedMortgage,286000,0.02875,240,PrimaryHome,287000
2673,FixedMortgage,384000,0.0275,240,PrimaryHome,386000
2674,FixedMortgage,247000,0.02875,240,PrimaryHome,248000
2675,FixedMortgage,423000,0.02875,240,PrimaryHome,424000
2676,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2677,FixedMortgage,269000,0.02875,240,PrimaryHome,270000
2678,FixedMortgage,218000,0.02875,240,PrimaryHome,219000
2679,FixedMortgage,215000,0.02875,240,PrimaryHome,216000
2680,FixedMortgage,280000,0.0275,240,PrimaryHome,280000
2681,FixedMortgage,296000,0.0275,240,PrimaryHome,297000
2682,FixedMortgage,249000,0.02875,240,PrimaryHome,250000
2683,FixedMortgage,265000,0.0275,240,PrimaryHome,267000
2684,FixedMortgage,410000,0.02875,240,PrimaryHome,411000
2685,FixedMortgage,250000,0.0275,240,PrimaryHome,251000
2686,FixedMortgage,279000,0.02875,240,PrimaryHome,280000
2687,FixedMortgage,494000,0.02875,240,PrimaryHome,500000
2688,FixedMortgage,479000,0.0275,240,PrimaryHome,480000
2689,FixedMortgage,246000,0.02875,240,PrimaryHome,247000
2690,FixedMortgage,424000,0.03,240,PrimaryHome,428000
2691,FixedMortgage,434000,0.02875,240,PrimaryHome,435000
2692,FixedMortgage,237000,0.0275,240,PrimaryHome,238000
2693,FixedMortgage,344000,0.02875,240,PrimaryHome,345000
2694,FixedMortgage,230000,0.0275,240,PrimaryHome,233000
2695,FixedMortgage,335000,0.02875,240,PrimaryHome,336000
2696,FixedMortgage,204000,0.0275,240,PrimaryHome,205000
2697,FixedMortgage,260000,0.0275,240,PrimaryHome,261000
2698,FixedMortgage,440000,0.0275,240,PrimaryHome,442000
2699,FixedMortgage,230000,0.0275,240,PrimaryHome,231000
2700,FixedMortgage,387000,0.0275,240,PrimaryHome,388000
2701,FixedMortgage,283000,0.0275,240,PrimaryHome,284000
2702,FixedMortgage,366000,0.02875,240,PrimaryHome,367000
2703,FixedMortgage,391000,0.0275,240,PrimaryHome,392000
2704,FixedMortgage,263000,0.02875,240,PrimaryHome,264000
2705,FixedMortgage,476000,0.0275,240,PrimaryHome,477000
2706,FixedMortgage,319000,0.02875,240,PrimaryHome,320000
2707,FixedMortgage,204000,0.0275,240,PrimaryHome,205000
2708,FixedMortgage,354000,0.03,240,PrimaryHome,355000
2709,FixedMortgage,251000,0.0275,240,PrimaryHome,252000
2710,FixedMortgage,358000,0.0275,240,PrimaryHome,359000
2711,FixedMortgage,209000,0.02875,240,PrimaryHome,210000
2712,FixedMortgage,395000,0.0275,240,PrimaryHome,396000
2713,FixedMortgage,319000,0.02875,240,PrimaryHome,320000
2714,FixedMortgage,224000,0.03,240,PrimaryHome,225000
2715,FixedMortgage,253000,0.0275,240,PrimaryHome,254000
2716,FixedMortgage,212000,0.02875,240,PrimaryHome,212000
2717,FixedMortgage,204000,0.0275,240,PrimaryHome,205000
2718,FixedMortgage,443000,0.02875,240,PrimaryHome,444000
2719,FixedMortgage,280000,0.02875,240,PrimaryHome,281000
2720,FixedMortgage,449000,0.02875,240,PrimaryHome,450000
2721,FixedMortgage,455000,0.0275,240,PrimaryHome,455000
2722,FixedMortgage,232000,0.02875,240,PrimaryHome,233000
2723,FixedMortgage,204000,0.0275,240,PrimaryHome,205000
2724,FixedMortgage,231000,0.02875,240,PrimaryHome,232000
2725,FixedMortgage,281000,0.0275,240,PrimaryHome,281000
2726,FixedMortgage,205000,0.02875,240,PrimaryHome,205000
2727,FixedMortgage,291000,0.02875,240,PrimaryHome,292000
2728,FixedMortgage,412000,0.02875,240,PrimaryHome,413000
2729,FixedMortgage,246000,0.02875,240,PrimaryHome,247000
2730,FixedMortgage,295000,0.02875,240,PrimaryHome,297000
2731,FixedMortgage,336000,0.02875,240,PrimaryHome,337000
2732,FixedMortgage,345000,0.0275,240,PrimaryHome,346000
2733,FixedMortgage,214000,0.0275,240,PrimaryHome,214000
2734,FixedMortgage,414000,0.02874,240,PrimaryHome,415000
2735,FixedMortgage,445000,0.0275,240,PrimaryHome,447000
2736,FixedMortgage,262000,0.0275,240,PrimaryHome,262000
2737,FixedMortgage,212000,0.02875,240,PrimaryHome,213000
2738,FixedMortgage,346000,0.02875,240,PrimaryHome,347000
2739,FixedMortgage,218000,0.0275,240,PrimaryHome,219000
2740,FixedMortgage,350000,0.0275,240,PrimaryHome,351000
2741,FixedMortgage,316000,0.0275,240,PrimaryHome,317000
2742,FixedMortgage,236000,0.02875,240,PrimaryHome,237000
2743,FixedMortgage,279000,0.02875,240,PrimaryHome,279000
2744,FixedMortgage,349000,0.0275,240,PrimaryHome,350000
2745,FixedMortgage,295000,0.02875,240,PrimaryHome,296000
2746,FixedMortgage,412000,0.02875,240,PrimaryHome,414000
2747,FixedMortgage,299000,0.02875,240,PrimaryHome,300000
2748,FixedMortgage,247000,0.02875,240,PrimaryHome,248000
2749,FixedMortgage,255000,0.0275,240,PrimaryHome,256000
2750,FixedMortgage,309000,0.02875,240,PrimaryHome,310000
2751,FixedMortgage,205000,0.02875,240,PrimaryHome,206000
2752,FixedMortgage,219000,0.0275,240,PrimaryHome,220000
2753,FixedMortgage,313000,0.02875,240,PrimaryHome,314000
2754,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2755,FixedMortgage,213000,0.02875,240,PrimaryHome,214000
2756,FixedMortgage,269000,0.0275,240,PrimaryHome,270000
2757,FixedMortgage,354000,0.0275,240,PrimaryHome,355000
2758,FixedMortgage,388000,0.0275,240,PrimaryHome,389000
2759,FixedMortgage,323000,0.03,240,PrimaryHome,323000
2760,FixedMortgage,242000,0.0275,240,PrimaryHome,243000
2761,FixedMortgage,249000,0.0275,240,PrimaryHome,250000
2762,FixedMortgage,234000,0.02875,240,PrimaryHome,235000
2763,FixedMortgage,349000,0.0275,240,PrimaryHome,350000
2764,FixedMortgage,440000,0.0275,240,PrimaryHome,449000
2765,FixedMortgage,214000,0.02875,240,PrimaryHome,215000
2766,FixedMortgage,509000,0.02875,240,PrimaryHome,510000
2767,FixedMortgage,249000,0.0275,240,PrimaryHome,250000
2768,FixedMortgage,302000,0.02875,240,PrimaryHome,303000
2769,FixedMortgage,279000,0.02875,240,PrimaryHome,280000
2770,FixedMortgage,392000,0.0275,240,PrimaryHome,393000
2771,FixedMortgage,421000,0.0275,240,PrimaryHome,422000
2772,FixedMortgage,204000,0.02775,240,PrimaryHome,205000
2773,FixedMortgage,324000,0.02875,240,PrimaryHome,325000
2774,FixedMortgage,418000,0.02875,240,PrimaryHome,419000
2775,FixedMortgage,408000,0.02875,240,PrimaryHome,410000
2776,FixedMortgage,370000,0.02875,240,PrimaryHome,371000
2777,FixedMortgage,360000,0.02875,240,PrimaryHome,361000
